step_mut34_150MR1bgr, cross_entropy_mut34_150MR1bgr, loss_mut34_150MR1bgr, train_accuracy_mut34_150MR1bgr,step_mut34_150MR1brg, cross_entropy_mut34_150MR1brg, loss_mut34_150MR1brg, train_accuracy_mut34_150MR1brg,step_mut34_150MR1gbr, cross_entropy_mut34_150MR1gbr, loss_mut34_150MR1gbr, train_accuracy_mut34_150MR1gbr,step_mut34_150MR1grb, cross_entropy_mut34_150MR1grb, loss_mut34_150MR1grb, train_accuracy_mut34_150MR1grb,step_mut34_150MR1rbg, cross_entropy_mut34_150MR1rbg, loss_mut34_150MR1rbg, train_accuracy_mut34_150MR1rbg,step_mut34_150MR1rgb, cross_entropy_mut34_150MR1rgb, loss_mut34_150MR1rgb, train_accuracy_mut34_150MR1rgb
3245,2.41689,2.62896,0.105469,3245,2.38893,2.601,0.105469,3245,2.40925,2.62132,0.105469,3245,2.41865,2.63072,0.105469,3245,2.40571,2.61779,0.105469,3245,2.42957,2.64164,0.105469
3345,2.55371,2.76578,0.0963542,3345,2.56914,2.78121,0.0963542,3345,2.55282,2.7649,0.0963542,3345,2.57236,2.78444,0.0963542,3345,2.55529,2.76737,0.0963542,3345,2.57982,2.7919,0.0963542
3445,2.53255,2.74463,0.101563,3445,2.53651,2.74859,0.101563,3445,2.54376,2.75584,0.101563,3445,2.5433,2.75538,0.101563,3445,2.55251,2.76459,0.101563,3445,2.53575,2.74782,0.101563
3538,2.66586,2.87793,0.0703125,3538,2.6708,2.88288,0.0703125,3538,2.6737,2.88577,0.0703125,3538,2.65779,2.86986,0.0703125,3538,2.65421,2.86629,0.0703125,3538,2.64588,2.85796,0.0703125
3638,2.41689,2.62896,0.105469,3638,2.38893,2.601,0.105469,3638,2.40925,2.62132,0.105469,3638,2.41865,2.63072,0.105469,3638,2.40571,2.61779,0.105469,3638,2.42957,2.64164,0.105469
3738,2.55371,2.76578,0.0963542,3738,2.56914,2.78121,0.0963542,3738,2.55282,2.7649,0.0963542,3738,2.57236,2.78444,0.0963542,3738,2.55529,2.76737,0.0963542,3738,2.57982,2.7919,0.0963542
3838,2.53255,2.74463,0.101563,3838,2.53651,2.74859,0.101563,3838,2.54376,2.75584,0.101563,3838,2.5433,2.75538,0.101563,3838,2.55251,2.76459,0.101563,3838,2.53575,2.74782,0.101563
3931,2.66586,2.87793,0.0703125,3931,2.6708,2.88288,0.0703125,3931,2.6737,2.88577,0.0703125,3931,2.65779,2.86986,0.0703125,3931,2.65421,2.86629,0.0703125,3931,2.64588,2.85796,0.0703125
4031,2.41689,2.62896,0.105469,4031,2.38893,2.601,0.105469,4031,2.40925,2.62132,0.105469,4031,2.41865,2.63072,0.105469,4031,2.40571,2.61779,0.105469,4031,2.42957,2.64164,0.105469
4131,2.55371,2.76578,0.0963542,4131,2.56914,2.78121,0.0963542,4131,2.55282,2.7649,0.0963542,4131,2.57236,2.78444,0.0963542,4131,2.55529,2.76737,0.0963542,4131,2.57982,2.7919,0.0963542
4231,2.53255,2.74463,0.101563,4231,2.53651,2.74859,0.101563,4231,2.54376,2.75584,0.101563,4231,2.5433,2.75538,0.101563,4231,2.55251,2.76459,0.101563,4231,2.53575,2.74782,0.101563
4324,2.66586,2.87793,0.0703125,4324,2.6708,2.88288,0.0703125,4324,2.6737,2.88577,0.0703125,4324,2.65779,2.86986,0.0703125,4324,2.65421,2.86629,0.0703125,4324,2.64588,2.85796,0.0703125
4424,2.41689,2.62896,0.105469,4424,2.38893,2.601,0.105469,4424,2.40925,2.62132,0.105469,4424,2.41865,2.63072,0.105469,4424,2.40571,2.61779,0.105469,4424,2.42957,2.64164,0.105469
4524,2.55371,2.76578,0.0963542,4524,2.56914,2.78121,0.0963542,4524,2.55282,2.7649,0.0963542,4524,2.57236,2.78444,0.0963542,4524,2.55529,2.76737,0.0963542,4524,2.57982,2.7919,0.0963542
4624,2.53255,2.74463,0.101563,4624,2.53651,2.74859,0.101563,4624,2.54376,2.75584,0.101563,4624,2.5433,2.75538,0.101563,4624,2.55251,2.76459,0.101563,4624,2.53575,2.74782,0.101563
4717,2.66586,2.87793,0.0703125,4717,2.6708,2.88288,0.0703125,4717,2.6737,2.88577,0.0703125,4717,2.65779,2.86986,0.0703125,4717,2.65421,2.86629,0.0703125,4717,2.64588,2.85796,0.0703125
4817,2.41689,2.62896,0.105469,4817,2.38893,2.601,0.105469,4817,2.40925,2.62132,0.105469,4817,2.41865,2.63072,0.105469,4817,2.40571,2.61779,0.105469,4817,2.42957,2.64164,0.105469
4917,2.55371,2.76578,0.0963542,4917,2.56914,2.78121,0.0963542,4917,2.55282,2.7649,0.0963542,4917,2.57236,2.78444,0.0963542,4917,2.55529,2.76737,0.0963542,4917,2.57982,2.7919,0.0963542
5017,2.53255,2.74463,0.101563,5017,2.53651,2.74859,0.101563,5017,2.54376,2.75584,0.101563,5017,2.5433,2.75538,0.101563,5017,2.55251,2.76459,0.101563,5017,2.53575,2.74782,0.101563
5110,2.66586,2.87793,0.0703125,5110,2.6708,2.88288,0.0703125,5110,2.6737,2.88577,0.0703125,5110,2.65779,2.86986,0.0703125,5110,2.65421,2.86629,0.0703125,5110,2.64588,2.85796,0.0703125
5210,2.41689,2.62896,0.105469,5210,2.38893,2.601,0.105469,5210,2.40925,2.62132,0.105469,5210,2.41865,2.63072,0.105469,5210,2.40571,2.61779,0.105469,5210,2.42957,2.64164,0.105469
5310,2.55371,2.76578,0.0963542,5310,2.56914,2.78121,0.0963542,5310,2.55282,2.7649,0.0963542,5310,2.57236,2.78444,0.0963542,5310,2.55529,2.76737,0.0963542,5310,2.57982,2.7919,0.0963542
5410,2.53255,2.74463,0.101563,5410,2.53651,2.74859,0.101563,5410,2.54376,2.75584,0.101563,5410,2.5433,2.75538,0.101563,5410,2.55251,2.76459,0.101563,5410,2.53575,2.74782,0.101563
5503,2.66586,2.87793,0.0703125,5503,2.6708,2.88288,0.0703125,5503,2.6737,2.88577,0.0703125,5503,2.65779,2.86986,0.0703125,5503,2.65421,2.86629,0.0703125,5503,2.64588,2.85796,0.0703125
5603,2.41689,2.62896,0.105469,5603,2.38893,2.601,0.105469,5603,2.40925,2.62132,0.105469,5603,2.41865,2.63072,0.105469,5603,2.40571,2.61779,0.105469,5603,2.42957,2.64164,0.105469
5703,2.55371,2.76578,0.0963542,5703,2.56914,2.78121,0.0963542,5703,2.55282,2.7649,0.0963542,5703,2.57236,2.78444,0.0963542,5703,2.55529,2.76737,0.0963542,5703,2.57982,2.7919,0.0963542
5803,2.53255,2.74463,0.101563,5803,2.53651,2.74859,0.101563,5803,2.54376,2.75584,0.101563,5803,2.5433,2.75538,0.101563,5803,2.55251,2.76459,0.101563,5803,2.53575,2.74782,0.101563
