step, cross_entropy, loss, train_accuracy
1,2.65747,2.86955,0.046875
101,1.76356,1.97555,0.210938
201,1.49067,1.70159,0.320313
301,1.26905,1.48037,0.373047
316,1.09937,1.31074,0.609375
416,1.221,1.43386,0.582031
516,0.924548,1.13981,0.606771
616,0.98922,1.20727,0.626953
631,0.776203,0.994528,0.742188
731,0.806552,1.02791,0.714844
831,0.753102,0.977722,0.721354
931,0.75033,0.979278,0.730469
946,0.557992,0.78746,0.835938
1046,0.58625,0.820904,0.824219
1146,0.443168,0.682528,0.833333
1246,0.495466,0.740504,0.830078
1261,0.357164,0.602839,0.875
1361,0.42148,0.673247,0.867188
1461,0.297235,0.554007,0.875
1561,0.333991,0.596731,0.871094
1576,0.222401,0.485882,0.9375
1676,0.367952,0.636972,0.886719
1776,0.266722,0.541414,0.890625
1876,0.172944,0.453011,0.904297
1891,0.224167,0.504776,0.898438
1991,0.153883,0.440457,0.921875
2091,0.216233,0.507235,0.924479
2191,0.170951,0.465977,0.927734
2206,0.191082,0.486787,0.953125
2306,0.166984,0.466672,0.941406
2406,0.173965,0.477457,0.945313
2506,0.138203,0.443969,0.939453
2521,0.232115,0.53835,0.921875
2621,0.0832026,0.394322,0.957031
2721,0.159189,0.471135,0.953125
2821,0.0898531,0.403555,0.960938
2836,0.124867,0.438547,0.953125
2936,0.151448,0.467365,0.949219
3036,0.0995319,0.416262,0.958333
3136,0.154294,0.472882,0.958984
3151,0.15345,0.47242,0.9375
3251,0.144888,0.464199,0.945313
3351,0.0719411,0.392929,0.960938
3451,0.0594767,0.380609,0.962891
3466,0.036703,0.357494,0.992188
3566,0.140077,0.460443,0.972656
3666,0.0850986,0.406073,0.971354
3766,0.109594,0.430726,0.96875
3781,0.0445404,0.365546,0.992188
3881,0.0822466,0.403634,0.980469
3981,0.0644203,0.385352,0.979167
4081,0.0175469,0.337372,0.982422
4096,0.0299568,0.349612,0.992188
4196,0.00703804,0.325548,0.996094
4296,0.0173112,0.334655,0.997396
4396,0.00788393,0.324071,0.998047
4411,0.0128502,0.328863,1.0
4511,0.0053431,0.320187,1.0
4611,0.00988134,0.323548,1.0
4711,0.00472316,0.317224,1.0
