step, cross_entropy, loss, train_accuracy
1,2.6737,2.6737,0.0703125
101,1.67893,1.67893,0.195313
201,1.40628,1.40628,0.276042
301,1.27634,1.27634,0.337891
394,1.08916,1.08916,0.601563
494,1.03165,1.03165,0.582031
594,1.02614,1.02614,0.604167
694,0.877695,0.877695,0.623047
787,0.664452,0.664452,0.75
887,0.758223,0.758223,0.746094
987,0.69945,0.69945,0.744792
1087,0.64543,0.645431,0.761719
1180,0.348127,0.348127,0.890625
1280,0.604428,0.604428,0.84375
1380,0.372713,0.372714,0.846354
1480,0.407846,0.407846,0.855469
1573,0.282707,0.282707,0.898438
1673,0.455143,0.455143,0.890625
1773,0.280314,0.280314,0.903646
1873,0.286336,0.286336,0.896484
1966,0.215384,0.215384,0.9375
2066,0.42752,0.42752,0.898438
2166,0.225454,0.225454,0.903646
2266,0.116192,0.116192,0.921875
2359,0.142272,0.142273,0.9375
2459,0.181384,0.181384,0.933594
2559,0.131688,0.131688,0.940104
2659,0.148611,0.148611,0.943359
2752,0.25768,0.257681,0.929688
2852,0.215165,0.215165,0.925781
2952,0.176435,0.176435,0.932292
3052,0.14675,0.14675,0.939453
3145,0.0741796,0.0741796,0.984375
3245,0.145068,0.145068,0.976563
3345,0.0883771,0.0883772,0.971354
3445,0.0672543,0.0672544,0.972656
3538,0.0227238,0.0227239,1.0
3638,0.0549638,0.0549638,0.992188
3738,0.0840138,0.0840138,0.986979
3838,0.143653,0.143653,0.980469
3931,0.0285356,0.0285356,0.992188
4031,0.0367879,0.0367879,0.992188
4131,0.00819282,0.00819288,0.994792
4231,0.00708997,0.00709004,0.996094
4324,0.00636702,0.00636709,1.0
4424,0.023597,0.0235971,0.996094
4524,0.00274776,0.00274783,0.997396
4624,0.002397,0.00239706,0.998047
4717,0.00276974,0.00276981,1.0
4817,0.0135361,0.0135362,0.996094
4917,0.00195885,0.00195891,0.997396
5017,0.00160138,0.00160145,0.998047
5110,0.00209493,0.002095,1.0
5210,0.00785391,0.00785397,1.0
5310,0.00155557,0.00155563,1.0
5410,0.00123188,0.00123194,1.0
5503,0.00172232,0.00172238,1.0
5603,0.00523552,0.00523558,1.0
5703,0.00130497,0.00130503,1.0
5803,0.00101751,0.00101758,1.0
