step, cross_entropy, loss, train_accuracy
1,2.53961,2.75179,0.09375
101,2.16442,2.36967,0.113281
201,2.06358,2.26475,0.143229
301,1.95643,2.15276,0.171875
394,1.87063,2.06258,0.210938
494,2.04944,2.23729,0.226563
594,1.74813,1.93203,0.244792
694,1.74005,1.92058,0.261719
787,1.62816,1.80585,0.375
887,1.70155,1.87604,0.339844
987,1.53918,1.71123,0.34375
1087,1.59494,1.7661,0.361328
1180,1.3999,1.5702,0.515625
1280,1.5988,1.76875,0.441406
1380,1.38866,1.55911,0.447917
1480,1.4248,1.59596,0.458984
1573,1.28228,1.4542,0.515625
1673,1.32394,1.49765,0.511719
1773,1.19714,1.37252,0.513021
1873,1.2148,1.3929,0.521484
1966,1.13342,1.3139,0.578125
2066,1.1546,1.33778,0.574219
2166,1.15929,1.34581,0.583333
2266,1.14332,1.33379,0.587891
2359,0.920248,1.11463,0.664063
2459,1.05298,1.25157,0.644531
2559,0.951626,1.1539,0.653646
2659,1.00316,1.21067,0.654297
2752,0.794032,1.00699,0.710938
2852,0.966156,1.18415,0.675781
2952,0.990033,1.21327,0.651042
3052,0.940444,1.17058,0.644531
3145,0.711554,0.947111,0.765625
3245,0.891197,1.13307,0.710938
3345,0.787616,1.03634,0.713542
3445,0.848265,1.10363,0.710938
3538,0.732117,0.994091,0.734375
3638,0.795677,1.06434,0.707031
3738,0.76287,1.03805,0.710938
3838,0.799379,1.08199,0.708984
3931,0.649119,0.938848,0.757813
4031,0.472468,0.762944,0.789063
4131,0.483331,0.774074,0.804688
4231,0.398173,0.689054,0.816406
4324,0.237494,0.528638,0.890625
4424,0.334762,0.625868,0.882813
4524,0.348836,0.639995,0.885417
4624,0.309521,0.600726,0.882813
4717,0.152589,0.444026,0.945313
4817,0.252524,0.54407,0.925781
4917,0.277525,0.569231,0.916667
5017,0.235744,0.527548,0.917969
5110,0.0885766,0.380541,0.96875
5210,0.167141,0.459343,0.960938
5310,0.200519,0.492961,0.953125
5410,0.160758,0.453341,0.947266
5503,0.0558466,0.348545,0.984375
5603,0.114318,0.407243,0.972656
5703,0.150231,0.443373,0.971354
5803,0.128244,0.421531,0.966797
