step, cross_entropy, loss, train_accuracy
1,2.516,2.72808,0.109375
101,1.64903,1.86144,0.230469
201,1.47849,1.69,0.317708
237,1.51622,1.72806,0.429688
337,1.11439,1.32758,0.496094
437,1.04756,1.2635,0.546875
473,0.894501,1.1113,0.65625
573,0.84647,1.06716,0.636719
673,0.856058,1.08135,0.651042
709,0.649591,0.876526,0.765625
809,0.649033,0.881249,0.769531
909,0.584276,0.823438,0.778646
945,0.433698,0.675545,0.835938
1045,0.424172,0.673251,0.835938
1145,0.368029,0.624714,0.854167
1181,0.368229,0.62768,0.835938
1281,0.228542,0.495072,0.886719
1381,0.245736,0.519581,0.903646
1417,0.205989,0.481909,0.90625
1517,0.321298,0.603466,0.898438
1617,0.155812,0.444802,0.911458
1653,0.217279,0.507118,0.953125
1753,0.127153,0.423078,0.957031
1853,0.223363,0.522232,0.945313
1889,0.145689,0.446242,0.9375
1989,0.154107,0.458968,0.9375
2089,0.0735233,0.379538,0.945313
2125,0.136894,0.443186,0.960938
2225,0.156872,0.467156,0.960938
2325,0.0534984,0.36532,0.966146
2361,0.0701359,0.381608,0.976563
2461,0.13486,0.448504,0.964844
2561,0.04382,0.357808,0.971354
2597,0.115197,0.428985,0.960938
2697,0.0824847,0.396161,0.964844
2797,0.107627,0.420351,0.958333
2833,0.0999287,0.412717,0.96875
2933,0.0746795,0.387166,0.976563
3033,0.0738314,0.384576,0.976563
3069,0.0799038,0.388896,0.984375
3169,0.0835822,0.391748,0.984375
3269,0.0184827,0.324293,0.989583
3305,0.0808837,0.385882,0.960938
3405,0.0537059,0.356389,0.972656
3505,0.0656383,0.368634,0.973958
