step, cross_entropy, loss, train_accuracy
1,2.67571,2.88779,0.0703125
101,1.73159,1.94323,0.195313
201,1.48356,1.69377,0.265625
301,1.43679,1.64593,0.3125
394,1.29696,1.50533,0.539063
494,1.19344,1.40213,0.535156
594,1.11808,1.32738,0.559896
694,1.15057,1.36165,0.566406
787,0.997741,1.21061,0.640625
887,0.990899,1.20649,0.625
987,0.900957,1.11884,0.643229
1087,0.90714,1.12821,0.658203
1180,0.781007,1.00527,0.71875
1280,0.771361,0.999848,0.703125
1380,0.74147,0.97386,0.721354
1480,0.787623,1.0251,0.720703
1573,0.614686,0.85717,0.796875
1673,0.662822,0.910674,0.757813
1773,0.615202,0.868243,0.768229
1873,0.607571,0.866401,0.765625
1966,0.51648,0.781028,0.820313
2066,0.529611,0.800718,0.816406
2166,0.502346,0.779719,0.820313
2266,0.421051,0.704982,0.832031
2359,0.405427,0.695137,0.820313
2459,0.422454,0.718933,0.828125
2559,0.377605,0.679618,0.841146
2659,0.402072,0.709879,0.857422
2752,0.305517,0.619082,0.898438
2852,0.310762,0.629446,0.894531
2952,0.341149,0.665107,0.882813
3052,0.394162,0.723,0.878906
3145,0.272213,0.606314,0.9375
3245,0.406668,0.746196,0.894531
3345,0.323538,0.667388,0.893229
3445,0.326863,0.67485,0.890625
3538,0.226107,0.578985,0.9375
3638,0.216238,0.572326,0.9375
3738,0.312348,0.671264,0.916667
3838,0.272842,0.635565,0.916016
3931,0.286199,0.652279,0.875
4031,0.0782812,0.443413,0.929688
4131,0.0418737,0.405844,0.947917
4231,0.0345041,0.397263,0.957031
4324,0.0527789,0.41437,0.992188
4424,0.0352812,0.395634,0.992188
4524,0.0156009,0.37471,0.994792
4624,0.0121251,0.369966,0.996094
4717,0.0282841,0.384924,0.992188
4817,0.0211835,0.376556,0.992188
4917,0.00860656,0.362706,0.994792
5017,0.0074244,0.360237,0.996094
5110,0.0176349,0.369236,0.992188
5210,0.0141425,0.364466,0.996094
5310,0.0059255,0.354966,0.997396
5410,0.00530895,0.353058,0.998047
5503,0.0128281,0.359367,1.0
5603,0.0102764,0.355537,1.0
5703,0.00457567,0.348554,1.0
5803,0.00409153,0.346783,1.0
