step, cross_entropy, loss, train_accuracy
1,3.56461,3.85028,0.179688
101,2.30404,2.5894,0.128906
201,2.30419,2.58931,0.109375
301,2.3039,2.58879,0.109375
394,2.28325,2.56794,0.140625
494,2.2427,2.5272,0.167969
594,2.2714,2.5557,0.174479
694,2.22322,2.50732,0.175781
787,2.17895,2.46288,0.242188
887,2.05435,2.3381,0.269531
987,2.14148,2.42504,0.263021
1087,2.04767,2.33106,0.271484
1180,2.0932,2.37644,0.28125
1280,1.96163,2.24472,0.324219
1380,2.08392,2.36685,0.304688
1480,2.02954,2.31232,0.294922
1573,2.03372,2.31638,0.3125
1673,1.93106,2.21359,0.328125
1773,2.02487,2.30725,0.317708
1873,1.96609,2.24835,0.320313
1966,1.9876,2.26974,0.320313
2066,1.90445,2.18646,0.347656
2166,1.96084,2.24273,0.348958
2266,1.88092,2.16269,0.353516
2359,1.74485,2.02652,0.359375
2459,1.78145,2.06303,0.375
2559,1.77843,2.05992,0.382813
2659,1.72176,2.00314,0.392578
2752,1.66468,1.94597,0.429688
2852,1.70934,1.99052,0.417969
2952,1.75333,2.03443,0.414063
3052,1.6614,1.94239,0.419922
3145,1.63601,1.91692,0.429688
3245,1.63236,1.91317,0.441406
3345,1.69847,1.9792,0.4375
3445,1.61204,1.89267,0.441406
3538,1.59399,1.87455,0.4375
3638,1.5634,1.84387,0.445313
3738,1.56218,1.84259,0.442708
3838,1.53891,1.81922,0.455078
3931,1.35805,1.63831,0.539063
4031,1.43643,1.71665,0.519531
4131,1.44743,1.72759,0.513021
4231,1.50071,1.78082,0.517578
4324,1.27074,1.55082,0.546875
4424,1.3854,1.66543,0.535156
4524,1.39774,1.67773,0.528646
4624,1.45534,1.73529,0.527344
4717,1.21484,1.49478,0.601563
4817,1.32933,1.60922,0.570313
4917,1.34983,1.62968,0.559896
5017,1.40973,1.68955,0.548828
5110,1.18187,1.46168,0.59375
5210,1.28158,1.56136,0.570313
5310,1.30887,1.58861,0.559896
5410,1.37699,1.65671,0.554688
5503,1.1619,1.44162,0.585938
5603,1.24512,1.5248,0.574219
5703,1.279,1.55866,0.565104
5803,1.34086,1.62051,0.560547
