step, cross_entropy, loss, train_accuracy
1,2.6807,2.89278,0.0703125
101,1.77134,1.98395,0.203125
201,1.41727,1.62685,0.294271
301,1.34576,1.55465,0.341797
394,1.17523,1.38439,0.515625
494,1.174,1.38414,0.539063
594,1.03682,1.24921,0.559896
694,0.963214,1.17856,0.591797
787,0.765338,0.982891,0.710938
887,0.910206,1.13066,0.671875
987,0.793588,1.0174,0.679688
1087,0.732803,0.960212,0.699219
1180,0.489875,0.721263,0.851563
1280,0.610466,0.846172,0.808594
1380,0.625111,0.865119,0.802083
1480,0.483363,0.727956,0.8125
1573,0.332859,0.581687,0.851563
1673,0.483436,0.737198,0.84375
1773,0.569605,0.828,0.838542
1873,0.486796,0.750226,0.845703
1966,0.267955,0.536161,0.898438
2066,0.342314,0.615308,0.890625
2166,0.380842,0.658219,0.882813
2266,0.289617,0.570832,0.878906
2359,0.224989,0.511064,0.90625
2459,0.36078,0.651228,0.898438
2559,0.240517,0.535106,0.895833
2659,0.196132,0.494122,0.904297
2752,0.223512,0.525362,0.9375
2852,0.274769,0.580343,0.917969
2952,0.22792,0.53625,0.919271
3052,0.190831,0.501539,0.925781
3145,0.117127,0.430458,0.96875
3245,0.239905,0.555054,0.960938
3345,0.141013,0.457022,0.955729
3445,0.139821,0.457074,0.953125
3538,0.115618,0.435063,0.96875
3638,0.204888,0.524749,0.949219
3738,0.174636,0.495847,0.945313
3838,0.123355,0.445204,0.947266
3931,0.126529,0.448714,0.953125
4031,0.041632,0.362854,0.96875
4131,0.0407327,0.360853,0.973958
4231,0.00481406,0.323807,0.980469
4324,0.00953932,0.327454,1.0
4424,0.0169032,0.33368,0.996094
4524,0.0108696,0.3265,0.997396
4624,0.0034231,0.317898,0.998047
4717,0.00613311,0.319518,1.0
4817,0.00839297,0.320629,1.0
4917,0.00594452,0.317025,1.0
5017,0.00278525,0.312705,1.0
5110,0.00466005,0.313492,1.0
5210,0.00605286,0.313735,1.0
5310,0.00426756,0.310796,1.0
5410,0.00236227,0.307735,1.0
5503,0.00377525,0.308067,1.0
5603,0.00486091,0.308009,1.0
5703,0.00341326,0.305416,1.0
5803,0.00206252,0.302919,1.0
