step, cross_entropy, loss, train_accuracy
1,2.64216,2.85424,0.0703125
101,1.84139,2.05318,0.167969
201,1.5793,1.78872,0.244792
301,1.43532,1.64331,0.300781
394,1.28725,1.4941,0.539063
494,1.27525,1.48214,0.523438
594,1.2427,1.44996,0.515625
694,1.07463,1.28266,0.539063
787,0.974707,1.18359,0.65625
887,1.12643,1.33696,0.617188
987,1.00197,1.21444,0.625
1087,0.896557,1.11144,0.640625
1180,0.808558,1.02584,0.726563
1280,0.92462,1.14547,0.703125
1380,0.887089,1.11133,0.708333
1480,0.766869,0.995228,0.71875
1573,0.635515,0.86797,0.75
1673,0.766319,1.00349,0.753906
1773,0.728121,0.970112,0.742188
1873,0.548081,0.795746,0.757813
1966,0.532094,0.785527,0.796875
2066,0.73311,0.992581,0.777344
2166,0.610975,0.876133,0.783854
2266,0.565787,0.837069,0.794922
2359,0.370254,0.647474,0.859375
2459,0.53359,0.81739,0.828125
2559,0.418406,0.708261,0.825521
2659,0.497854,0.794122,0.833984
2752,0.241698,0.544192,0.914063
2852,0.472925,0.782097,0.875
2952,0.415634,0.730436,0.861979
3052,0.388807,0.708603,0.859375
3145,0.21028,0.536068,0.929688
3245,0.377664,0.708435,0.890625
3345,0.345353,0.68168,0.888021
3445,0.386489,0.727463,0.884766
3538,0.198944,0.543961,0.9375
3638,0.308657,0.65794,0.914063
3738,0.24396,0.59749,0.908854
3838,0.246322,0.603499,0.90625
3931,0.556225,0.918625,0.828125
4031,1.41418,1.9322,0.640625
4131,1.37293,1.80913,0.580729
4231,1.30411,1.695,0.580078
4324,1.05951,1.42667,0.585938
4424,1.06399,1.41741,0.609375
4524,1.22247,1.57153,0.596354
4624,1.00522,1.35838,0.603516
4717,1.01515,1.37455,0.640625
4817,1.10845,1.47407,0.609375
4917,1.12782,1.50074,0.59375
5017,0.959554,1.34371,0.617188
5110,0.948021,1.34499,0.695313
5210,0.861378,1.27095,0.675781
5310,1.04193,1.46008,0.669271
5410,0.927548,1.35793,0.660156
5503,0.894367,1.33741,0.710938
5603,0.852965,1.30245,0.699219
5703,1.12348,1.58465,0.674479
5803,0.800184,1.27403,0.683594
