step, cross_entropy, loss, train_accuracy
1,2.63517,2.84725,0.0703125
101,1.82342,2.03397,0.152344
201,1.59952,1.80788,0.221354
301,1.48597,1.69327,0.291016
394,1.22813,1.43467,0.546875
494,1.28003,1.4869,0.53125
594,1.19862,1.40667,0.544271
694,1.19722,1.40687,0.554688
787,0.977298,1.18881,0.632813
887,0.997121,1.21096,0.613281
987,0.923818,1.14003,0.619792
1087,0.990779,1.20982,0.625
1180,0.718455,0.94056,0.71875
1280,0.856801,1.08246,0.679688
1380,0.781229,1.01085,0.684896
1480,0.776754,1.01106,0.689453
1573,0.553972,0.793129,0.789063
1673,0.711655,0.955751,0.753906
1773,0.711976,0.961787,0.747396
1873,0.632521,0.888676,0.75
1966,0.514832,0.776797,0.78125
2066,0.526278,0.793831,0.820313
2166,0.572825,0.847027,0.8125
2266,0.612891,0.89397,0.798828
2359,0.402819,0.69018,0.84375
2459,0.437325,0.731432,0.835938
2559,0.390143,0.69097,0.846354
2659,0.387262,0.695026,0.841797
2752,0.266392,0.580392,0.898438
2852,0.302026,0.622038,0.898438
2952,0.276693,0.602784,0.908854
3052,0.427862,0.75938,0.892578
3145,0.315874,0.652377,0.859375
3245,0.419492,0.761948,0.855469
3345,0.320462,0.667175,0.861979
3445,0.305445,0.655154,0.869141
3538,0.19376,0.547715,0.914063
3638,0.259071,0.617858,0.910156
3738,0.26258,0.625515,0.90625
3838,0.266506,0.632463,0.90625
3931,0.987498,1.35625,0.757813
4031,1.34824,1.87796,0.605469
4131,1.22528,1.67809,0.585938
4231,1.21692,1.62465,0.585938
4324,1.05336,1.43382,0.632813
4424,1.19116,1.56107,0.574219
4524,1.26193,1.63114,0.585938
4624,1.14299,1.51042,0.580078
4717,0.941674,1.31944,0.664063
4817,1.01313,1.4037,0.65625
4917,1.28223,1.67834,0.627604
5017,0.921971,1.33095,0.636719
5110,0.882263,1.30456,0.695313
5210,0.956694,1.38946,0.65625
5310,1.0442,1.48618,0.632813
5410,0.920503,1.37473,0.644531
5503,0.926553,1.39091,0.648438
5603,0.805464,1.2877,0.664063
5703,0.974492,1.46034,0.671875
5803,0.756711,1.25485,0.6875
